MES_ANO;UF_PROCEDENCIA;CATEGORIA;QTD_MACHO;QTD_FEMEA
09/2019;SC;Pato;170312;0
09/2020;DF;Ovino;26;109
09/2020;MT;Vaca;2893;0
09/2020;PR;Vaca;1070;0
09/2021;PR;Aves;35548180;20444067
09/2021;RJ;Bovino;929;262
09/2022;GO;Rã-touro;3200;0
09/2022;RR;Suíno;458;0
1/2021;MT;Touro/Touruno;645;0
10/2001;SP;Suino Tipo Carne,;3019;3019
10/2002;MT;Bovino;16592;4326
10/2002;MT;Equino;40;36
10/2002;MT;Frango;4047882;0
10/2003;RN;Caprino;90;0
10/2004;BA;Ovino;102;21
10/2004;MT;Galinha;31075;0
10/2004;PR;Equino;1485;986
10/2004;PR;Frango Especial;19374;0
10/2004;RJ;Equino;114;158
10/2004;SP;Porca Matrizeira;435;0
10/2005;GO;Porca Matrizeira;1919;0
10/2005;MS;Leitao;221;0
10/2005;PR;Bufala;21;0
10/2005;PR;Vaca;862;0
10/2005;RR;Bovino;2835;887
10/2006;PR;Frango;85535410;0
10/2006;SC;Bovino;1722;4025
10/2006;SP;Pato;5405;0
10/2007;MT;Touro/Touruno;2081;0
10/2007;PA;Muar;5;3
10/2007;SC;Novilha Intermediaria;6;0
10/2007;SE;Suino;217;93
10/2008;BA;Avestruz;22;0
10/2008;MT;Novilhona;23549;0
10/2008;SP;Novilha Intermediaria;1769;0
10/2010;DF;Suino;5235;5405
10/2010;MG;Novilho Intermediario;2;0
10/2010;MS;Galo;1024;0
10/2010;MT;Touro/Touruno;439;0
10/2010;PA;Vaca;2318;0
10/2010;PR;Galeto;30878;0
10/2010;RS;Novilho Precoce;10651;0
10/2010;SC;Novilhao;715;0
10/2011;GO;Muar;5;10
10/2011;MA;Bovino;34431;1244
10/2011;MG;Novilho Precoce;12406;0
10/2011;MG;Ovino;67;13
10/2011;MG;Suino;72674;58983
10/2011;MS;Equino;38;11
10/2011;PR;Novilhao;4286;0
10/2011;RJ;Galinha;50951;0
10/2011;RO;Frango;704028;0
10/2011;RS;Ovino;15;2
10/2011;SC;Novilho Intermediario;162;0
10/2012;GO;Frango;28305879;0
10/2012;MT;Vaca;5857;0
10/2012;PR;Porco Nao Classificado;25;0
10/2012;SC;Galinha;557054;0
10/2012;SP;Cordeiro;122;0
10/2013;BA;Ovino;670;289
10/2013;MT;Suino Tipo Banha,;1221;0
10/2013;PR;Frango;141423312;0
10/2014;BA;Vaca;50;0
10/2014;MT;Novilha Intermediaria;399;0
10/2014;PR;Suino;135484;139555
10/2014;SC;Bovino;1308;5936
10/2015;GO;Galinha;259139;0
10/2015;MG;Leitao;255;0
10/2015;PB;Frango;1740219;0
10/2015;PR;Equino;114;76
10/2015;RS;Bubalino Jovem;163;0
10/2015;SC;Frango;76911857;0
10/2015;SC;Galinha;573962;0
10/2016;BA;Cabrito;244;0
10/2016;BA;Ovino;94;31
10/2016;GO;Vaca;7828;0
10/2016;PA;Bufalo;283;0
10/2016;PE;Galeto;1019476;0
10/2016;PI;Bovino;220;20
10/2016;RO;Vaca;31725;0
10/2017;GO;Galinha De Postura;13311;0
10/2017;GO;Novilhao;5362;0
10/2017;MS;Novilha Precoce;18;0
10/2017;PR;Vitelo;128;0
10/2017;RS;Cordeira;287;0
10/2017;RS;Muar;2;2
10/2018;MG;Frango;30682315;0
10/2018;PR;Novilha Intermediaria;1848;0
10/2018;SC;Faizão;64557;0
10/2018;SP;Coelho;127;0
10/2019;RS;Novilho Intermediario;9055;0
10/2019;RS;Suino;356433;302113
10/2019;SE;Ovino;25;25
10/2020;MS;Bufalo;4;0
10/2020;RS;Novilha Intermediaria;967;0
10/2021;MT;Piauçu;200;0
10/2022;DF;Suíno;1351;2015
10/2022;PA;Bubalino;181;8
10/2022;PB;Frango;721750;856037
11/2002;MA;Bufalo;56;0
11/2003;GO;Novilhao;716;0
11/2003;MT;Frango;8359983;0
11/2003;PR;Muar;14;2
11/2003;PR;Suino;32554;32990
11/2003;PR;Vaca;330;0
11/2003;RN;Bovino;559;115
11/2003;SP;Galinha;214445;0
11/2003;SP;Leitoa;10;0
11/2003;TO;Equino;10;10
11/2004;BA;Suino;2327;1039
11/2004;PR;Porca Matrizeira;592;0
11/2004;RR;Suino;70;28
11/2005;BA;Bufala;18;0
11/2005;GO;Bufalo;65;0
11/2005;GO;Novilho Precoce;3380;0
11/2005;GO;Suino;299;255
11/2005;MT;Touro/Touruno;1415;0
11/2006;AM;Bovino;3723;721
11/2006;MG;Touro/Touruno;1;0
11/2006;PR;Novilhona;477;0
11/2006;SC;Porca Matrizeira;10113;0
11/2007;MG;Galo;3636;0
11/2007;SC;Coelho;403;0
11/2007;SP;Cordeira;9;0
11/2007;SP;Touro/Touruno;171;0
11/2009;BA;Galeto;1539809;0
11/2009;DF;Frango;5021638;0
11/2009;GO;Bovino;152437;30941
11/2009;MS;Muar;9;15
11/2009;RS;Novilha Intermediaria;718;0
11/2009;SC;Leitoa;587;0
11/2010;MG;Peru;592883;0
11/2010;MG;Porco Matrizeiro;8;0
11/2010;MG;Suino;78508;54887
11/2010;PR;Vitelo;22;0
11/2010;SE;Suino;175;179
11/2010;SP;Equino;98;63
11/2011;AM;Touro/Touruno;1;0
11/2011;SC;Codorna;490491;0
11/2012;GO;Suino Tipo Carne,;142306;0
11/2012;MG;Leitoa;180;0
11/2012;MG;Suino;86577;77043
11/2012;MS;Novilhona;20;0
11/2012;MT;Galinha;514868;0
11/2012;MT;Novilhona;40110;0
11/2012;PR;Frango;125352750;0
11/2012;RS;Novilho Intermediario;5903;0
11/2012;SP;Novilho Intermediario;3221;0
11/2013;ES;Frango;1216722;0
11/2013;PA;Bufalo;113;0
11/2013;RS;Cordeira;738;0
11/2014;AL;Suino;100;100
11/2014;MS;Bufalo;55;0
11/2014;PR;Peru;941118;0
11/2015;BA;Equino;12;15
11/2015;MA;Frango;11329;0
11/2015;MS;Bovino;183114;84244
11/2016;BA;Galo;3186;0
11/2016;MG;Avestruz Fêmea;15;0
11/2016;MG;Suino Tipo Banha,;135;0
11/2016;MS;Porca Matrizeira;321;0
11/2016;SC;Pato;155204;0
11/2017;MS;Suino;31310;31315
11/2017;RS;Muar;0;1
11/2017;SC;Bovino;1546;5957
11/2017;SC;Novilha Precoce;706;0
11/2018;RS;Touro/Touruno;84;0
11/2018;TO;Bufala;16;0
11/2019;ES;Frango;3215737;0
11/2019;RO;Touro/Touruno;67668;0
11/2019;RS;Galinha De Postura;49557;0
11/2019;RS;Porco Matrizeiro;68;0
11/2020;PR;Novilha Precoce;124;0
11/2020;RS;Novilha Precoce;54;0
11/2021;MG;Aves;6762352;27921
11/2021;MS;Tilápia do Nilo;1590206;0
11/2021;PR;Galinha;1838192;4371905
11/2021;PR;Tilápia do Nilo;40000;0
12/2002;MT;Novilha Precoce;1028;0
12/2003;GO;Novilho Precoce;927;0
12/2003;MG;Touro/Touruno;11;0
12/2003;PR;Bovino;69140;35237
12/2003;RS;Novilho Intermediario;4420;0
12/2004;MS;Porco Matrizeiro;6;0
12/2004;PA;Novilhao;7778;0
12/2004;SC;Coelho;400;0
12/2004;SP;Faizão;3653;0
12/2005;CE;Ovino;169;185
12/2005;MG;Suino Tipo Carne,;25420;24989
12/2006;PR;Novilho Intermediario;648;0
12/2006;PR;Peru;687133;0
12/2006;SP;Vitelo;80;0
12/2007;GO;Novilho Precoce;1333;0
12/2007;MS;Muar;7;13
12/2007;RS;Bovino;18478;7968
12/2007;RS;Javali;65;65
12/2007;RS;Novilhona;1980;0
12/2007;SC;Suino;132052;114579
12/2008;MT;Touro/Touruno;3029;0
12/2008;RO;Muar;11;10
12/2008;RS;Leitao;1768;0
12/2008;SC;Frango;69915721;0
12/2009;MS;Porca Matrizeira;571;0
12/2009;PR;Galinha;708845;0
12/2009;PR;Novilho Intermediario;463;0
12/2009;SC;Suino;160417;136598
12/2010;MG;Leitao;1713;0
12/2010;MG;Porco Matrizeiro;275;0
12/2010;MS;Galo;4011;0
12/2010;MS;Muar;0;6
12/2010;MT;Porca Matrizeira;1680;0
12/2010;PR;Marreco;3670;0
12/2010;TO;Muar;2;2
12/2011;GO;Porco Matrizeiro;30;0
12/2011;PA;Frango;2700773;0
12/2011;PR;Novilho Intermediario;178;0
12/2011;SC;Coelha;703;0
12/2012;ES;Frango;1693184;0
12/2012;RO;Vaca;43078;0
12/2012;RS;Bovino;28718;20546
12/2012;SC;Galinha;115287;0
12/2013;MG;Bufala;61;0
12/2013;MS;Novilha Precoce;20;0
12/2013;PR;Suino;131195;109950
12/2013;RS;Capao;520;0
12/2013;RS;Cordeiro;3604;0
12/2013;RS;Novilho Precoce;1181;0
12/2013;SC;Bufala;3;0
12/2014;MT;Porca Matrizeira;753;0
12/2014;RS;Leitoa;50;0
12/2014;RS;Porco Matrizeiro;9;0
12/2014;SP;Nonato;73;0
12/2015;BA;Caprino;3;0
12/2015;BA;Muar;0;1
12/2015;MG;Porco Nao Classificado;43390;0
12/2016;BA;Galinha;15979;0
12/2016;BA;Ovino;86;57
12/2016;MS;Novilha Intermediaria;153;0
12/2016;MS;Porco Nao Classificado;4811;0
12/2016;PR;Coelho;347;0
12/2016;RS;Porco Matrizeiro;4;0
12/2017;BA;Bufalo;184;0
12/2017;PA;Novilhao;2031;0
12/2017;SC;Porco Nao Classificado;146060;0
12/2017;SC;Suino Tipo Carne,;95349;83113
12/2017;SE;Suino;149;80
12/2018;GO;Bufala;24;0
12/2018;MT;Porca Matrizeira;1837;0
12/2018;RS;Muar;2;1
12/2018;SC;Porca Matrizeira;11662;0
12/2019;GO;Novilha Precoce;382;0
12/2019;MS;Frango;11287947;0
12/2019;PR;Bovino;44395;16749
12/2019;SP;Vaca;702;0
12/2019;TO;Bovino;41616;18125
12/2019;TO;Novilhao;321;0
12/2020;AM;Bovino;918;999
12/2020;RS;Novilha Intermediaria;1774;0
12/2020;RS;Novilha Precoce;159;0
12/2020;SP;Porca Matrizeira;7559;0
12/2021;BA;Bovino;20858;2198
12/2021;MS;Aves;71264;2001173
12/2021;MT;Galinha;6708;133491
12/2021;SP;Frango;15029346;2110712
01/2002;MG;Bovino;8012;4134
01/2002;TO;Touro/Touruno;31;0
01/2003;PA;Bufalo;2;0
01/2003;PE;Bovino;86;0
01/2003;TO;Bufala;172;0
01/2004;MS;Muar;37;25
01/2004;MS;Porco Matrizeiro;5;0
01/2004;SP;Javali;98;0
01/2005;BA;Frango;4296508;0
01/2005;GO;Suino;272;50
01/2006;BA;Muar;27;37
01/2006;PR;Frango;80012527;0
01/2006;SP;Ovelha;11;0
01/2007;DF;Suino;3984;3720
01/2007;SP;Novilhao;3998;0
01/2007;SP;Porca Matrizeira;1580;0
01/2008;GO;Suino Tipo Carne,;105896;621
01/2008;PA;Bufala;89;0
01/2008;PR;Bovino;53200;29618
01/2008;RO;Bovino;22487;28624
01/2008;SC;Bufala;11;0
01/2008;SP;Avestruz;310;0
01/2008;SP;Pato;3121;0
01/2008;TO;Frango;617930;0
01/2009;ES;Frango;699471;0
01/2009;MG;Nonato;30;0
01/2009;RS;Leitoa;1267;0
01/2009;SP;Galinha;1167715;0
01/2010;MG;Faizão;16175;0
01/2010;MG;Novilhao;728;0
01/2010;MS;Galo;2517;0
01/2010;PR;Novilhao;2772;0
01/2010;SC;Equino;100;80
01/2011;MS;Novilhao;668;0
01/2011;MT;Muar;8;6
01/2011;SP;Bovino;79830;45655
01/2012;GO;Bovino;110324;49699
01/2012;MA;Frango;4049;0
01/2013;MG;Leitoa;60;0
01/2013;MS;Novilho Intermediario;356;0
01/2013;SC;Ra;20325;0
01/2014;PA;Galinha;21792;0
01/2014;RS;Suino Tipo Carne,;30133;27103
01/2014;SC;Frango;76277700;0
01/2015;GO;Novilhona;10574;0
01/2015;MG;Ovino;10;0
01/2015;SC;Bufalo;4;0
01/2016;AM;Bovino;3007;1438
01/2016;GO;Galinha;209723;0
01/2016;GO;Novilho Intermediario;19745;0
01/2016;MS;Novilha Intermediaria;360;0
01/2016;SE;Ovino;18;15
01/2017;GO;Novilho Precoce;23068;0
01/2018;MG;Nonato;10;0
01/2018;MG;Vitelo;1044;0
01/2018;MS;Novilha Precoce;104;0
01/2018;SC;Frango;73359171;0
01/2019;MS;Galo;6956;0
01/2019;SC;Bufala;21;0
01/2019;TO;Bovino;54629;43033
01/2019;TO;Galo;3742;0
01/2020;RS;Cordeiro;301;0
01/2020;TO;Bovino;52168;19100
01/2021;GO;Vaca;6617;0
01/2021;PR;Muar;3;1
01/2021;RO;Vaca;17476;0
01/2021;RS;Equino;354;367
01/2021;SC;Faizão;25365;0
02/2002;RO;Bovino;6185;1230
02/2002;RS;Ovelha;1774;0
02/2002;TO;Bufalo;46;0
02/2003;RS;Ovino;1506;979
02/2003;SP;Asinino;1;1
02/2004;RJ;Equino;153;99
02/2004;SP;Novilho Intermediario;2859;0
02/2005;CE;Caprino;95;29
02/2005;MS;Frango;9058985;0
02/2005;RS;Muar;0;2
02/2005;RS;Touro/Touruno;243;0
02/2006;MS;Vitelo;679;0
02/2006;MT;Bufalo;33;0
02/2006;MT;Novilhona;75654;0
02/2007;SP;Novilha Precoce;53;0
02/2008;MG;Vaca;5375;0
02/2008;RS;Javali;84;81
02/2008;RS;Suino Tipo Carne,;24628;24845
02/2008;RS;Vaca;2614;0
02/2008;SC;Novilha Precoce;165;0
02/2008;SP;Frango;55103205;0
02/2009;BA;Ovelha;30;0
02/2009;MG;Bovino;74469;49295
02/2009;MS;Equino;299;208
02/2009;MT;Equino;46;33
02/2009;RO;Frango;522245;0
02/2009;SC;Porco Nao Classificado;35644;0
02/2009;TO;Muar;26;17
02/2010;BA;Suino;2037;1009
02/2010;GO;Frango;21382688;0
02/2010;SC;Novilhao;783;0
02/2011;BA;Equino;41;18
02/2011;RS;Galo;39432;0
02/2011;RS;Novilhao;2587;0
02/2011;SC;Bovino;1913;3802
02/2012;GO;Novilho Intermediario;1706;0
02/2012;RR;Suino;4;0
02/2012;RS;Galo;27665;0
02/2013;DF;Frango;5560506;0
02/2013;MG;Vitelo;1767;0
02/2013;MS;Bufalo;47;0
02/2013;MS;Novilhona;181;0
02/2013;RS;Porco Matrizeiro;54;0
02/2013;SC;Porca Matrizeira;8252;0
02/2014;BA;Cabrito;102;0
02/2014;DF;Bovino;0;201
02/2014;RJ;Leitao;235;0
02/2014;SC;Novilha Precoce;239;0
02/2015;MG;Suino Tipo Banha,;777;0
02/2015;MT;Suino Tipo Carne,;66725;61085
02/2016;DF;Galinha;10079;0
02/2016;PR;Novilha Intermediaria;969;0
02/2016;SC;Codorna;423127;0
02/2017;PR;Vitelo;28;0
02/2018;SP;Vaca;343;0
02/2019;MS;Bufala;21;0
02/2019;TO;Bovino;46672;39119
02/2020;DF;Suino;150;150
02/2020;MS;Touro/Touruno;226;0
02/2020;PR;Nonato;3;0
02/2021;PR;Frango;87868661;30944172
02/2021;RS;Suino Tipo Carne,;1827;960
02/2021;SC;Porca Matrizeira;2713;0
02/2022;BA;Galo;2052;0
02/2022;ES;Aves;10290;0
02/2022;SC;Ovino;59;56
03/2003;PR;Vaca;1465;0
03/2003;RS;Leitao;1330;0
03/2003;RS;Novilha Precoce;43;0
03/2003;SC;Vaca;498;0
03/2004;MS;Bufala;82;0
03/2004;MS;Vaca;84;0
03/2004;MT;Bubalino Jovem;14;0
03/2004;PR;Galinha;159879;0
03/2004;RS;Suino;169851;170273
03/2005;PR;Equino;1794;1359
03/2006;GO;Equino;803;747
03/2006;MA;Suino;87;33
03/2006;RN;Suino;20;0
03/2006;RS;Suino Tipo Carne,;18071;18567
03/2006;SC;Pato;111775;0
03/2006;TO;Bovino;44513;51797
03/2006;TO;Muar;79;55
03/2007;MA;Touro/Touruno;38;0
03/2007;MG;Suino Tipo Banha,;824;0
03/2007;RO;Equino;9;13
03/2007;SP;Leitao;21;0
03/2008;MG;Nonato;12;0
03/2008;MG;Novilha Intermediaria;204;0
03/2008;PR;Coelho;5730;0
03/2008;SC;Novilha Precoce;369;0
03/2008;SP;Avestruz Fêmea;105;0
03/2008;SP;Galinha;1381613;0
03/2009;BA;Asinino;213;224
03/2009;BA;Avestruz;16;0
03/2009;BA;Galeto;1603151;0
03/2009;MG;Novilha Precoce;1276;0
03/2009;MG;Porca Matrizeira;1394;0
03/2009;MT;Equino;95;80
03/2009;RO;Vaca;26368;0
03/2009;RS;Porco Matrizeiro;92;0
03/2009;TO;Muar;38;21
03/2010;PA;Novilhona;1316;0
03/2010;PR;Marreco;729;0
03/2011;BA;Ra;11;0
03/2011;GO;Bufalo;25;0
03/2011;MA;Bovino;26485;1878
03/2012;DF;Suino;8780;8955
03/2012;PR;Ovino;185;235
03/2012;RS;Novilhona;175;0
03/2012;SC;Frango;79174398;0
03/2014;PA;Bufalo;80;0
03/2014;RS;Novilha Precoce;299;0
03/2014;RS;Vaca;7123;0
03/2015;GO;Galo;16474;0
03/2015;MA;Frango;197501;0
03/2015;MG;Leitao;20;0
03/2015;MG;Novilho Intermediario;3;0
03/2015;MS;Novilhona;840;0
03/2015;RO;Vaca;53859;0
03/2015;SP;Novilho Intermediario;2761;0
03/2016;GO;Bufala;44;0
03/2016;MG;Galinha;221528;0
03/2016;RO;Frango;1166523;0
03/2016;RS;Porco Matrizeiro;6;0
03/2017;SC;Bufala;12;0
03/2017;SC;Galinha De Postura;24791;0
03/2018;GO;Suino;60277;63950
03/2019;ES;Bovino;7424;822
03/2019;GO;Vaca;34001;0
03/2019;PR;Galo;70251;0
03/2020;AC;Bovino;19443;5147
03/2020;MG;Porco Nao Classificado;51362;0
03/2020;SC;Bovino;1794;4564
03/2021;BA;Aves;1379187;1459617
03/2021;MG;Aves;6760799;25518
03/2021;PR;Bovino;42272;25095
03/2022;MT;Galinha;0;593528
03/2022;PB;Bovino;19;0
03/2022;PI;Frango;4152;0
04/2003;ES;Bovino;10045;1629
04/2004;MG;Asinino;3;12
04/2004;MG;Vaca;2959;0
04/2004;MS;Leitao;170;0
04/2004;PR;Faizão;6240;0
04/2004;SC;Novilho Intermediario;1938;0
04/2004;SP;Coelha;35;0
04/2004;TO;Bovino;43114;21764
04/2005;GO;Frango;13646478;0
04/2005;GO;Novilha Intermediaria;820;0
04/2005;PR;Coelho;1894;0
04/2005;RO;Novilhao;46624;0
04/2005;RO;Touro/Touruno;5656;0
04/2005;SC;Suino Tipo Carne,;185540;194858
04/2006;MG;Bovino;66189;26358
04/2006;SC;Javali;57;61
04/2006;SC;Porco Matrizeiro;614;0
04/2006;SE;Suino;70;30
04/2006;TO;Novilhao;1006;0
04/2007;RJ;Equino;261;143
04/2007;RS;Cordeira;40;0
04/2007;RS;Javali;30;30
04/2007;SC;Ovino;0;8
04/2007;TO;Frango;119702;0
04/2008;MG;Novilha Intermediaria;55;0
04/2008;MT;Bufalo;40;0
04/2008;RO;Touro/Touruno;10319;0
04/2008;RS;Cordeiro;4284;0
04/2008;SC;Novilhao;227;0
04/2008;SC;Pato;86497;0
04/2009;GO;Novilha Precoce;3108;0
04/2009;MG;Bovino;86830;48053
04/2009;MG;Frango;25481753;0
04/2009;PR;Suino;89234;87151
04/2009;RJ;Frango;124454;0
04/2009;SP;Porco Matrizeiro;80;0
04/2010;BA;Cabrito;58;0
04/2010;MG;Novilha Intermediaria;320;0
04/2010;MG;Ra;4400;0
04/2010;MS;Porca Matrizeira;771;0
04/2010;MT;Bufalo;17;0
04/2010;PA;Bufala;69;0
04/2010;RJ;Frango;75453;0
04/2010;SP;Suino Tipo Banha,;0;45
04/2011;MG;Suino;64866;61257
04/2012;GO;Muar;9;13
04/2012;MG;Coelho;191;0
04/2012;TO;Galinha;13004;0
04/2013;MS;Novilha Precoce;20;0
04/2013;PA;Novilhao;4940;0
04/2013;PR;Frango;139723914;0
04/2013;SE;Bovino;3412;435
04/2014;SP;Leitoa;4;0
04/2015;MG;Vitelo;3778;0
04/2015;MS;Galo;10600;0
04/2015;MT;Porca Matrizeira;984;0
04/2015;PR;Suino;129755;124862
04/2015;SC;Marreco;1872;0
04/2016;BA;Paca Fêmea;111;0
04/2016;MG;Bufalo;27;0
04/2016;MG;Novilho Precoce;12951;0
04/2016;MS;Bufala;66;0
04/2016;MS;Bufalo;32;0
04/2016;PA;Galo;456;0
04/2016;RS;Suino;318789;283309
04/2016;RS;Suino Tipo Carne,;16211;15786
04/2017;CE;Frango;370770;0
04/2017;GO;Equino;231;229
04/2017;PR;Bovino;34570;18925
04/2017;RS;Bufala;17;0
04/2018;RN;Frango;234506;0
04/2019;GO;Porca Matrizeira;1102;0
04/2019;RO;Novilhao;20986;0
04/2019;RR;Bovino;1679;169
04/2019;SC;Pato;189009;0
04/2020;BA;Ovino;40;15
04/2020;MG;Bufalo;70;0
04/2020;RS;Novilho Precoce;421;0
04/2020;SC;Leitao;56;0
04/2021;BA;Frango;1701916;0
04/2021;MT;Aves;2793953;994262
04/2021;MT;Suíno;153975;147107
05/2001;TO;Bovino;121;0
05/2002;MG;Suino;23582;21650
05/2003;GO;Muar;26;22
05/2004;AM;Bovino;2262;550
05/2005;GO;Novilho Intermediario;6606;0
05/2005;PR;Bufala;138;0
05/2005;RO;Equino;53;109
05/2005;SP;Porca Matrizeira;838;0
05/2006;BA;Porco Nao Classificado;48;0
05/2006;MG;Bufalo;2;0
05/2006;RO;Vaca;43805;0
05/2006;RS;Cabrito;18;0
05/2007;PR;Porca Matrizeira;400;0
05/2007;PR;Suino Tipo Carne,;58942;52790
05/2008;AL;Bovino;2518;543
05/2008;SC;Novilho Intermediario;504;0
05/2008;SC;Novilho Precoce;769;0
05/2009;MT;Bufalo;40;0
05/2009;MT;Suino;20307;20178
05/2010;GO;Galinha;160876;0
05/2010;GO;Novilha Precoce;932;0
05/2010;RS;Vaca;11596;0
05/2010;SP;Faizão;141464;0
05/2011;RR;Suino;271;0
05/2012;BA;Paca;16;0
05/2012;SP;Galinha;1825777;0
05/2013;MT;Vaca;10228;0
05/2013;PE;Frango;1254529;0
05/2013;SC;Suino Tipo Carne,;77313;59222
05/2013;SP;Novilha Intermediaria;2527;0
05/2014;MG;Porco Matrizeiro;47;0
05/2014;MT;Novilha Intermediaria;77;0
05/2014;SC;Bufala;2;0
05/2015;MS;Novilhao;187;0
05/2015;SC;Bovino;1295;3898
05/2015;SC;Porca Matrizeira;12610;0
05/2016;PE;Frango;3487177;0
05/2016;PR;Coelho;270;0
05/2018;DF;Frango;3555246;0
05/2018;ES;Galinha;98956;0
05/2018;GO;Bovino;92196;29360
05/2019;DF;Bovino;86;151
05/2019;GO;Galinha;154534;0
05/2019;MG;Leitoa;80;0
05/2019;PR;Porca Matrizeira;4809;0
05/2019;SC;Galo;16771;0
05/2020;AL;Bovino;179;88
05/2020;SP;Cordeira;46;0
05/2020;SP;Porco Nao Classificado;39308;0
05/2021;MG;Bovino;141778;44428
05/2021;MS;Tilápia do Nilo;1344283;0
05/2022;BA;Suíno;96;96
05/2022;PE;Frango;1091136;0
06/2002;RS;Novilha Intermediaria;342;0
06/2003;SC;Frango;47169044;0
06/2003;SP;Capivara;35;0
06/2004;BA;Caprino;100;26
06/2004;PE;Bovino;21;20
06/2004;SC;Porco Matrizeiro;578;0
06/2005;MG;Bovino;60892;25356
06/2005;MG;Muar;48;30
06/2005;MS;Porca Matrizeira;482;0
06/2006;BA;Caprino;131;9
06/2006;BA;Muar;6;7
06/2006;GO;Bufalo;172;0
06/2006;GO;Porca Matrizeira;1995;0
06/2006;MG;Frango;22419759;0
06/2006;PR;Frango;78753718;0
06/2006;SC;Leitao;3375;0
06/2006;SC;Porco Nao Classificado;40694;0
06/2006;SP;Galinha;1079724;0
06/2007;GO;Bovino;154488;56565
06/2008;GO;Bufala;28;0
06/2008;GO;Novilha Intermediaria;3444;0
06/2008;RO;Bovino;26345;18098
06/2008;RS;Bufalo;147;0
06/2009;PR;Novilha Intermediaria;1764;0
06/2009;RO;Equino;61;43
06/2009;RO;Frango;788690;0
06/2009;RS;Frango;62483156;0
06/2009;RS;Leitao;2804;0
06/2009;RS;Suino Tipo Carne,;26793;26013
06/2009;SP;Pato;3893;0
06/2010;MG;Galo;2159;0
06/2010;MG;Suino Tipo Carne,;63230;62041
06/2011;BA;Bovino;26162;5777
06/2011;GO;Bufalo;22;0
06/2011;GO;Equino;71;27
06/2011;MT;Galinha;252853;0
06/2011;PA;Novilhao;3101;0
06/2011;RO;Vaca;54207;0
06/2011;SP;Bovino;84835;39981
06/2011;TO;Frango;513295;0
06/2012;BA;Bufala;9;0
06/2012;BA;Cordeiro;155;0
06/2012;GO;Bufalo;16;0
06/2012;PR;Porca Matrizeira;1109;0
06/2012;RS;Muar;0;1
06/2012;SP;Novilha Precoce;482;0
06/2014;BA;Galo;1593;0
06/2014;GO;Equino;9;15
06/2014;MT;Bovino;132618;100342
06/2014;MT;Novilho Precoce;3810;0
06/2014;RS;Bovino;20175;16241
06/2014;RS;Javali;120;123
06/2014;SP;Novilho Precoce;544;0
06/2015;PA;Bufalo;144;0
06/2015;PA;Novilhao;7240;0
06/2015;PR;Bovino;58886;25532
06/2015;RS;Novilha Intermediaria;446;0
06/2016;GO;Peru;491715;0
06/2016;MG;Bufala;69;0
06/2016;MT;Bufala;6;0
06/2016;SE;Bovino;2658;132
06/2017;MS;Novilho Precoce;68;0
06/2017;PA;Novilhona;2923;0
06/2017;RS;Suino Tipo Carne,;36799;30915
06/2017;SC;Peru;964370;0
06/2017;TO;Novilha Intermediaria;3;0
06/2018;MG;Bovino;120266;69816
06/2018;PR;Suino Tipo Carne,;155042;151608
06/2019;BA;Galinha;13390;0
06/2019;DF;Frango;2501407;0
06/2019;MT;Porco Matrizeiro;29;0
06/2019;RS;Equino;391;449
06/2019;SC;Cordeiro;5;0
06/2019;SC;Nonato;2;0
06/2020;RJ;Coelho;520;0
06/2020;SC;Frango;61156832;0
06/2021;AC;Bovino;20148;3076
06/2021;MA;Frango;20208;0
06/2022;DF;Bubalino;44;0
07/2002;MT;Novilha Precoce;2292;0
07/2002;RS;Cordeira;88;0
07/2003;GO;Suino;6009;4607
07/2003;MA;Suino;186;0
07/2003;RS;Novilha Intermediaria;639;0
07/2003;RS;Novilho Intermediario;2130;0
07/2003;SC;Suino;157468;127446
07/2003;SP;Suino Tipo Carne,;17248;8810
07/2004;SC;Frango;62308401;0
07/2004;TO;Muar;2;7
07/2005;GO;Novilhao;660;0
07/2005;MG;Avestruz;46;0
07/2005;MG;Porca Matrizeira;1352;0
07/2005;RJ;Asinino;1;0
07/2005;SC;Javali;49;40
07/2006;GO;Leitao;105;0
07/2006;GO;Ovino;765;202
07/2006;PE;Galeto;181542;0
07/2007;GO;Bufalo;32;0
07/2007;PR;Galo;4222;0
07/2007;SP;Vaca;6201;0
07/2008;GO;Galinha De Postura;24225;0
07/2009;BA;Galinha;13254;0
07/2009;GO;Peru;587667;0
07/2009;PR;Suino;88116;86932
07/2009;RS;Novilho Intermediario;1641;0
07/2009;RS;Ovelha;8420;0
07/2009;RS;Suino Tipo Carne,;27411;26569
07/2009;SC;Frango;68922202;0
07/2010;MS;Bovino;208644;110447
07/2010;RS;Touro/Touruno;207;0
07/2011;GO;Novilhao;4551;0
07/2011;GO;Vaca;4912;0
07/2011;MG;Faizão;32303;0
07/2011;MG;Galinha;557988;0
07/2011;PR;Equino;68;35
07/2011;RS;Galinha;620308;0
07/2012;GO;Novilha Precoce;6028;0
07/2012;PR;Suino Tipo Carne,;132992;128936
07/2012;RR;Suino;118;0
07/2012;RS;Capao;247;0
07/2013;BA;Bovino;27028;14493
07/2013;GO;Suino;351;350
07/2014;RO;Novilhao;29975;0
07/2014;TO;Bovino;52387;39993
07/2015;PR;Bovino;53098;21469
07/2015;PR;Suino Tipo Carne,;174054;147018
07/2016;RS;Suino Tipo Carne,;23863;19434
